measurement_id,record_id,source_group_id,surface_group_id,legacy_analysis_split,v4_split,applsci_split,allow_training,allow_tuning,allow_evaluation,freeze_status
EXT_8A4A8419F90A,EXT_8A4A8419F90A,OPEN_CROSS_MATERIAL_2026,SFC_76251AE8917C,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_9A2570B5651D,EXT_9A2570B5651D,OPEN_CROSS_MATERIAL_2026,SFC_4B11F0C60536,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_05AE5BE2451B,EXT_05AE5BE2451B,OPEN_CROSS_MATERIAL_2026,SFC_8A5FD38D06DE,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_C356E81E54A2,EXT_C356E81E54A2,OPEN_CROSS_MATERIAL_2026,SFC_8038D9A6A20A,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_7EC8DDA8A7F9,EXT_7EC8DDA8A7F9,OPEN_CROSS_MATERIAL_2026,SFC_9E83E4237A7D,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_6881AA073FB3,EXT_6881AA073FB3,OPEN_CROSS_MATERIAL_2026,SFC_127F69376811,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_88465FC708C8,EXT_88465FC708C8,OPEN_CROSS_MATERIAL_2026,SFC_B2B460B5E74C,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_F5CE170CF68A,EXT_F5CE170CF68A,OPEN_CROSS_MATERIAL_2026,SFC_CB8C71D24418,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_1A2DEF91ADCC,EXT_1A2DEF91ADCC,OPEN_CROSS_MATERIAL_2026,SFC_AFE29766ABB1,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_3FBC997EA1E4,EXT_3FBC997EA1E4,OPEN_CROSS_MATERIAL_2026,SFC_84E420BFB264,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_EDDBCE0D5ECF,EXT_EDDBCE0D5ECF,OPEN_CROSS_MATERIAL_2026,SFC_CCA852C05DD9,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_038089E43DB7,EXT_038089E43DB7,OPEN_CROSS_MATERIAL_2026,SFC_A20F2DE2FF3E,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_342CB85D601A,EXT_342CB85D601A,OPEN_CROSS_MATERIAL_2026,SFC_E32E065C262B,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_8CF003D59705,EXT_8CF003D59705,OPEN_CROSS_MATERIAL_2026,SFC_E82B74C28497,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_8EAC9776F893,EXT_8EAC9776F893,OPEN_CROSS_MATERIAL_2026,SFC_953A3ED1CCEC,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_D4DD701B186E,EXT_D4DD701B186E,OPEN_CROSS_MATERIAL_2026,SFC_A6484648C3AE,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_8802B975D414,EXT_8802B975D414,OPEN_CROSS_MATERIAL_2026,SFC_F9572A899579,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_C7165B4C6E34,EXT_C7165B4C6E34,OPEN_CROSS_MATERIAL_2026,SFC_87885EEBDCD9,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_8CA8BA32AFC9,EXT_8CA8BA32AFC9,OPEN_CROSS_MATERIAL_2026,SFC_7FF8363F812D,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_3B4C47EB271C,EXT_3B4C47EB271C,OPEN_CROSS_MATERIAL_2026,SFC_C4A57786C3BE,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_45B7FC6A550A,EXT_45B7FC6A550A,OPEN_CROSS_MATERIAL_2026,SFC_CCA852C05DD9,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_F934ECFE3262,EXT_F934ECFE3262,OPEN_CROSS_MATERIAL_2026,SFC_89A0CB9F83E8,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_E452CC93D716,EXT_E452CC93D716,OPEN_CROSS_MATERIAL_2026,SFC_7B8DA975FCE0,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_1C5304636A68,EXT_1C5304636A68,OPEN_CROSS_MATERIAL_2026,SFC_B32C6485DACA,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_9E9C5162297F,EXT_9E9C5162297F,OPEN_CROSS_MATERIAL_2026,SFC_78B198988B7B,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_15AAD062FD5E,EXT_15AAD062FD5E,OPEN_CROSS_MATERIAL_2026,SFC_6730336819E9,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_A1899B98D5EA,EXT_A1899B98D5EA,OPEN_CROSS_MATERIAL_2026,SFC_390D2EEA3DFF,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_DB8325D5E027,EXT_DB8325D5E027,OPEN_CROSS_MATERIAL_2026,SFC_2FFFD68BED4B,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_4773F90CE1B2,EXT_4773F90CE1B2,OPEN_CROSS_MATERIAL_2026,SFC_77ED72A5FED3,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_58C75DFD37D3,EXT_58C75DFD37D3,OPEN_CROSS_MATERIAL_2026,SFC_697C572C0860,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_17A43035A987,EXT_17A43035A987,OPEN_CROSS_MATERIAL_2026,SFC_51378859DFB5,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_E296A8BD1A55,EXT_E296A8BD1A55,OPEN_CROSS_MATERIAL_2026,SFC_03E930156743,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_AA469EC47BCA,EXT_AA469EC47BCA,OPEN_CROSS_MATERIAL_2026,SFC_B9F3F2625635,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_16D084CD7670,EXT_16D084CD7670,OPEN_CROSS_MATERIAL_2026,SFC_B986E6B26E76,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_9C8A1759B53C,EXT_9C8A1759B53C,OPEN_CROSS_MATERIAL_2026,SFC_57F0BA5D8921,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_184D1DD087ED,EXT_184D1DD087ED,OPEN_CROSS_MATERIAL_2026,SFC_CF1F29DEC3F3,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_98E4DE19244D,EXT_98E4DE19244D,OPEN_CROSS_MATERIAL_2026,SFC_3302282ACAA2,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_701D36C9AEAE,EXT_701D36C9AEAE,OPEN_CROSS_MATERIAL_2026,SFC_049A1C1B4B3F,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_86B54BC887BA,EXT_86B54BC887BA,OPEN_CROSS_MATERIAL_2026,SFC_7B5A5C2A83F1,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_FE78EC16D3B2,EXT_FE78EC16D3B2,OPEN_CROSS_MATERIAL_2026,SFC_05D437139AEF,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_5A22EE7F84A8,EXT_5A22EE7F84A8,OPEN_CROSS_MATERIAL_2026,SFC_E853D5C9A29E,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_8E080B773589,EXT_8E080B773589,OPEN_CROSS_MATERIAL_2026,SFC_D88CE82490CD,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_E27ED8F3E8CB,EXT_E27ED8F3E8CB,OPEN_CROSS_MATERIAL_2026,SFC_3122EC9D3530,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_441FDE2FACD6,EXT_441FDE2FACD6,OPEN_CROSS_MATERIAL_2026,SFC_C4217EEC69EE,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_69F4338326C3,EXT_69F4338326C3,OPEN_CROSS_MATERIAL_2026,SFC_EAC59F0538FF,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_5F16141B2E06,EXT_5F16141B2E06,OPEN_CROSS_MATERIAL_2026,SFC_5F7F48BBA35E,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_3AA83287CAB2,EXT_3AA83287CAB2,OPEN_CROSS_MATERIAL_2026,SFC_5ED24325E10A,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_EB30F6366EC8,EXT_EB30F6366EC8,OPEN_CROSS_MATERIAL_2026,SFC_D5CB19B7A059,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_F6AC65D6E178,EXT_F6AC65D6E178,OPEN_CROSS_MATERIAL_2026,SFC_A2FC0BD30E3E,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_AD867DED8067,EXT_AD867DED8067,OPEN_CROSS_MATERIAL_2026,SFC_BB30AA0AE8D6,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_DE77FB0D32E3,EXT_DE77FB0D32E3,OPEN_CROSS_MATERIAL_2026,SFC_5D474B7F127E,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_A1DD6DB9C693,EXT_A1DD6DB9C693,OPEN_CROSS_MATERIAL_2026,SFC_5774779C7E4E,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_D273452DCA87,EXT_D273452DCA87,OPEN_CROSS_MATERIAL_2026,SFC_8D0462C5653C,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_5C964067DDB9,EXT_5C964067DDB9,OPEN_CROSS_MATERIAL_2026,SFC_008B5AD02DF3,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_F5CA0CBE24C8,EXT_F5CA0CBE24C8,OPEN_CROSS_MATERIAL_2026,SFC_71537A54AC75,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_08D2B3E3D155,EXT_08D2B3E3D155,OPEN_CROSS_MATERIAL_2026,SFC_BD28F27D1B1C,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_FDF0865FB056,EXT_FDF0865FB056,OPEN_CROSS_MATERIAL_2026,SFC_4B7DAC13B6CB,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_BE98BFBCE0AB,EXT_BE98BFBCE0AB,OPEN_CROSS_MATERIAL_2026,SFC_5D72E873B03B,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_DA7362055C35,EXT_DA7362055C35,OPEN_CROSS_MATERIAL_2026,SFC_78D38330E7A9,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_CE8A8FA61210,EXT_CE8A8FA61210,OPEN_CROSS_MATERIAL_2026,SFC_6B46DE746EC7,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_2F6CF8AC16F3,EXT_2F6CF8AC16F3,OPEN_CROSS_MATERIAL_2026,SFC_2323C916D9CA,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_8D650D7B5C3B,EXT_8D650D7B5C3B,OPEN_CROSS_MATERIAL_2026,SFC_807168F787F5,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_568E7197F0F4,EXT_568E7197F0F4,OPEN_CROSS_MATERIAL_2026,SFC_01C5DA91E115,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_D271DBB89E1C,EXT_D271DBB89E1C,OPEN_CROSS_MATERIAL_2026,SFC_C09DABED6453,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_D75887E14A30,EXT_D75887E14A30,OPEN_CROSS_MATERIAL_2026,SFC_40D416367ED5,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_F2EF45E9B6C8,EXT_F2EF45E9B6C8,OPEN_CROSS_MATERIAL_2026,SFC_893F8367669D,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_5BBBEA92BD69,EXT_5BBBEA92BD69,OPEN_CROSS_MATERIAL_2026,SFC_10AE4DFE50CE,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_6A99656CDA81,EXT_6A99656CDA81,OPEN_CROSS_MATERIAL_2026,SFC_D382AE2DA4CA,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_DAD3265356DE,EXT_DAD3265356DE,OPEN_CROSS_MATERIAL_2026,SFC_3D43AF072E6D,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_22311927D024,EXT_22311927D024,OPEN_CROSS_MATERIAL_2026,SFC_D9DD5BCDEBD2,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_3C62AEFD5348,EXT_3C62AEFD5348,OPEN_CROSS_MATERIAL_2026,SFC_E366C485FD23,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_8D21E62DB309,EXT_8D21E62DB309,OPEN_CROSS_MATERIAL_2026,SFC_D1DB5176E829,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_2481B8573EB1,EXT_2481B8573EB1,OPEN_CROSS_MATERIAL_2026,SFC_5C7869425C1B,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_DF28A6DCCE52,EXT_DF28A6DCCE52,OPEN_CROSS_MATERIAL_2026,SFC_4A211D37EBCC,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_7112F46F959D,EXT_7112F46F959D,OPEN_CROSS_MATERIAL_2026,SFC_E45DCD7FEE37,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_CD007E6F73D6,EXT_CD007E6F73D6,OPEN_POLYMER_SURFACES_2023,SFC_D997DF0085DF,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_0D45D9BA0074,EXT_0D45D9BA0074,OPEN_POLYMER_SURFACES_2023,SFC_D997DF0085DF,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_297563844CCE,EXT_297563844CCE,OPEN_POLYMER_SURFACES_2023,SFC_D997DF0085DF,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_B5BBE06381DD,EXT_B5BBE06381DD,OPEN_POLYMER_SURFACES_2023,SFC_874E84FC80A7,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_CF2DEF31E69A,EXT_CF2DEF31E69A,OPEN_POLYMER_SURFACES_2023,SFC_874E84FC80A7,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_04AB24A5BB0A,EXT_04AB24A5BB0A,OPEN_POLYMER_SURFACES_2023,SFC_874E84FC80A7,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_1924C779E86F,EXT_1924C779E86F,OPEN_POLYMER_SURFACES_2023,SFC_E066D95CCC78,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_D02ABE046CF1,EXT_D02ABE046CF1,OPEN_POLYMER_SURFACES_2023,SFC_E066D95CCC78,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_B6135F6CB593,EXT_B6135F6CB593,OPEN_POLYMER_SURFACES_2023,SFC_E066D95CCC78,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_59D01A9DD4A8,EXT_59D01A9DD4A8,OPEN_POLYMER_SURFACES_2023,SFC_AC4DDEECE3F7,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_DA68FAFFF9C1,EXT_DA68FAFFF9C1,OPEN_POLYMER_SURFACES_2023,SFC_AC4DDEECE3F7,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_BFC1FC4FCDFE,EXT_BFC1FC4FCDFE,OPEN_POLYMER_SURFACES_2023,SFC_AC4DDEECE3F7,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_9320E89C123F,EXT_9320E89C123F,OPEN_POLYMER_SURFACES_2023,SFC_F0BFA31774A7,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_61F8100551D0,EXT_61F8100551D0,OPEN_POLYMER_SURFACES_2023,SFC_F0BFA31774A7,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_DA73FA01DE16,EXT_DA73FA01DE16,OPEN_POLYMER_SURFACES_2023,SFC_F0BFA31774A7,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_E8887E8FA242,EXT_E8887E8FA242,OPEN_POLYMER_SURFACES_2023,SFC_619070545661,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_2D6D530BDE66,EXT_2D6D530BDE66,OPEN_POLYMER_SURFACES_2023,SFC_619070545661,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_0DF8EFC4C97A,EXT_0DF8EFC4C97A,OPEN_POLYMER_SURFACES_2023,SFC_619070545661,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_398B369DB1D4,EXT_398B369DB1D4,OPEN_POLYMER_SURFACES_2023,SFC_FFE25A9A5A54,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_4A1E7242F9DF,EXT_4A1E7242F9DF,OPEN_POLYMER_SURFACES_2023,SFC_FFE25A9A5A54,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_C161311E1FB7,EXT_C161311E1FB7,OPEN_POLYMER_SURFACES_2023,SFC_FFE25A9A5A54,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_D5FF9F67F45C,EXT_D5FF9F67F45C,OPEN_POLYMER_SURFACES_2023,SFC_1D7210C10C8C,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_C9A4F8CA797A,EXT_C9A4F8CA797A,OPEN_POLYMER_SURFACES_2023,SFC_1D7210C10C8C,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_BC643C3D7862,EXT_BC643C3D7862,OPEN_POLYMER_SURFACES_2023,SFC_1D7210C10C8C,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_F80C8FA1754C,EXT_F80C8FA1754C,OPEN_POLYMER_SURFACES_2023,SFC_ECD42A787C67,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_686D150BDAAF,EXT_686D150BDAAF,OPEN_POLYMER_SURFACES_2023,SFC_ECD42A787C67,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_3D82C848D389,EXT_3D82C848D389,OPEN_POLYMER_SURFACES_2023,SFC_ECD42A787C67,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_C03E4F87416F,EXT_C03E4F87416F,OPEN_POLYMER_SURFACES_2023,SFC_5648457375F3,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_B4AB0610DC8D,EXT_B4AB0610DC8D,OPEN_POLYMER_SURFACES_2023,SFC_5648457375F3,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_8EC71DE1D3C8,EXT_8EC71DE1D3C8,OPEN_POLYMER_SURFACES_2023,SFC_5648457375F3,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_D8FBAAD59B4B,EXT_D8FBAAD59B4B,OPEN_POLYMER_SURFACES_2023,SFC_4CBC1B4A127C,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_1DC596480B9E,EXT_1DC596480B9E,OPEN_POLYMER_SURFACES_2023,SFC_4CBC1B4A127C,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_A3F4030D6CB1,EXT_A3F4030D6CB1,OPEN_POLYMER_SURFACES_2023,SFC_4CBC1B4A127C,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_31D988D57B38,EXT_31D988D57B38,OPEN_POLYMER_SURFACES_2023,SFC_4BD23D0F3546,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_CA5F8E2A53C2,EXT_CA5F8E2A53C2,OPEN_POLYMER_SURFACES_2023,SFC_4BD23D0F3546,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_C03F819C4B66,EXT_C03F819C4B66,OPEN_POLYMER_SURFACES_2023,SFC_4BD23D0F3546,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_FD5F6987DAB6,EXT_FD5F6987DAB6,OPEN_POLYMER_SURFACES_2023,SFC_A65652A71181,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_4BF4B6EE2A48,EXT_4BF4B6EE2A48,OPEN_POLYMER_SURFACES_2023,SFC_A65652A71181,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_63529BCBF35A,EXT_63529BCBF35A,OPEN_POLYMER_SURFACES_2023,SFC_A65652A71181,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_9FD20D27EB85,EXT_9FD20D27EB85,OPEN_POLYMER_SURFACES_2023,SFC_D9EFE53A22B1,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_B9EFF76773A7,EXT_B9EFF76773A7,OPEN_POLYMER_SURFACES_2023,SFC_D9EFE53A22B1,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_525C8E3D6CD6,EXT_525C8E3D6CD6,OPEN_POLYMER_SURFACES_2023,SFC_D9EFE53A22B1,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_61408262103D,EXT_61408262103D,OPEN_POLYMER_SURFACES_2023,SFC_6353761F5CC5,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_6A1E54C20CCE,EXT_6A1E54C20CCE,OPEN_POLYMER_SURFACES_2023,SFC_6353761F5CC5,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_981E9EC8865E,EXT_981E9EC8865E,OPEN_POLYMER_SURFACES_2023,SFC_6353761F5CC5,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_8A8E3AAF6896,EXT_8A8E3AAF6896,OPEN_POLYMER_SURFACES_2023,SFC_A66B59B95A03,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_80357B8C920D,EXT_80357B8C920D,OPEN_POLYMER_SURFACES_2023,SFC_A66B59B95A03,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_C6419C1CBA62,EXT_C6419C1CBA62,OPEN_POLYMER_SURFACES_2023,SFC_A66B59B95A03,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_7720DE638AE3,EXT_7720DE638AE3,OPEN_POLYMER_SURFACES_2023,SFC_62075C90581B,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_8E3054DE5097,EXT_8E3054DE5097,OPEN_POLYMER_SURFACES_2023,SFC_62075C90581B,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_BC1C15EECE17,EXT_BC1C15EECE17,OPEN_POLYMER_SURFACES_2023,SFC_62075C90581B,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_49AD89E9F838,EXT_49AD89E9F838,OPEN_POLYMER_SURFACES_2023,SFC_36EF2E368C84,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_650589542FBB,EXT_650589542FBB,OPEN_POLYMER_SURFACES_2023,SFC_36EF2E368C84,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_C92CA45A6370,EXT_C92CA45A6370,OPEN_POLYMER_SURFACES_2023,SFC_36EF2E368C84,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_C52AF747E8BF,EXT_C52AF747E8BF,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_70D1A1076BBD,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
