record_id,dataset_version,collection_status,source_type,reference_title,reference_authors,reference_year,reference_doi,reference_url,data_extraction_note,solid_name,solid_family,solid_substrate,surface_treatment,surface_treatment_detail,coating_or_layer,surface_state,roughness_Ra_nm,roughness_Rq_nm,roughness_r_factor,solid_total_surface_energy_mJ_m2,solid_dispersion_mJ_m2,solid_polar_mJ_m2,solid_LW_mJ_m2,solid_acid_plus_mJ_m2,solid_base_minus_mJ_m2,solid_surface_energy_source,solid_surface_energy_source_type,liquid_name,liquid_family,liquid_total_surface_tension_mN_m,liquid_dispersion_mN_m,liquid_polar_mN_m,liquid_LW_mN_m,liquid_acid_plus_mN_m,liquid_base_minus_mN_m,liquid_viscosity_mPa_s,liquid_dipole_moment_D,liquid_dielectric_constant,liquid_property_source,temperature_K,humidity_percent,pressure_atm,contact_angle_deg,contact_angle_type,measurement_method,droplet_volume_uL,replicates_n,contact_angle_std_deg,contact_angle_min_deg,contact_angle_max_deg,is_equilibrium_angle,sample_preparation_notes,quality_grade,include_in_training,split_group,duplicate_group_id,conflict_flag,curation_date,analysis_split,source_group_id,duplicate_policy
CA0575,v3.4,verified,literature,Surface Energy of Microcrystalline Cellulose Determined by Capillary Intrusion and Inverse Gas Chromatography,Douroumis et al.,2008,10.1208/s12248-008-9057-0,https://doi.org/10.1208/s12248-008-9057-0,"Table II direct values; microcrystalline cellulose powder columns measured with water, ethylene glycol, and diiodomethane",Ankit microcrystalline cellulose powder column,cellulose,microcrystalline cellulose powder,powder_column_capillary_intrusion,Ankit microcrystalline cellulose powder column; Table II capillary intrusion contact angles,,porous_powder,,,,54.74,23.36,31.37,,,,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,36.2,static,capillary_intrusion,,,,,,unknown,Ankit microcrystalline cellulose powder column; Table II capillary intrusion contact angles,A_high,no,source_disjoint_external,,none,2026-05-18,source_disjoint_external,SDX003,unique_or_condition_distinct_keep
CA0576,v3.4,verified,literature,Surface Energy of Microcrystalline Cellulose Determined by Capillary Intrusion and Inverse Gas Chromatography,Douroumis et al.,2008,10.1208/s12248-008-9057-0,https://doi.org/10.1208/s12248-008-9057-0,"Table II direct values; microcrystalline cellulose powder columns measured with water, ethylene glycol, and diiodomethane",Ankit microcrystalline cellulose powder column,cellulose,microcrystalline cellulose powder,powder_column_capillary_intrusion,Ankit microcrystalline cellulose powder column; Table II capillary intrusion contact angles,,porous_powder,,,,54.74,23.36,31.37,,,,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,ethylene glycol,polar,48,29,19,29,1.92,47,16.1,2.28,37,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,32.3,static,capillary_intrusion,,,,,,unknown,Ankit microcrystalline cellulose powder column; Table II capillary intrusion contact angles,A_high,no,source_disjoint_external,,none,2026-05-18,source_disjoint_external,SDX003,unique_or_condition_distinct_keep
CA0577,v3.4,verified,literature,Surface Energy of Microcrystalline Cellulose Determined by Capillary Intrusion and Inverse Gas Chromatography,Douroumis et al.,2008,10.1208/s12248-008-9057-0,https://doi.org/10.1208/s12248-008-9057-0,"Table II direct values; microcrystalline cellulose powder columns measured with water, ethylene glycol, and diiodomethane",Ankit microcrystalline cellulose powder column,cellulose,microcrystalline cellulose powder,powder_column_capillary_intrusion,Ankit microcrystalline cellulose powder column; Table II capillary intrusion contact angles,,porous_powder,,,,54.74,23.36,31.37,,,,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,diiodomethane,nonpolar,50.8,48.5,2.3,48.5,0,0,2.8,1,5.3,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,40.3,static,capillary_intrusion,,,,,,unknown,Ankit microcrystalline cellulose powder column; Table II capillary intrusion contact angles,A_high,no,source_disjoint_external,,none,2026-05-18,source_disjoint_external,SDX003,unique_or_condition_distinct_keep
CA0578,v3.4,verified,literature,Surface Energy of Microcrystalline Cellulose Determined by Capillary Intrusion and Inverse Gas Chromatography,Douroumis et al.,2008,10.1208/s12248-008-9057-0,https://doi.org/10.1208/s12248-008-9057-0,"Table II direct values; microcrystalline cellulose powder columns measured with water, ethylene glycol, and diiodomethane",Emcocel 90M microcrystalline cellulose powder column,cellulose,microcrystalline cellulose powder,powder_column_capillary_intrusion,Emcocel 90M microcrystalline cellulose powder column; Table II capillary intrusion contact angles,,porous_powder,,,,58.29,25.62,32.67,,,,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,30,static,capillary_intrusion,,,,,,unknown,Emcocel 90M microcrystalline cellulose powder column; Table II capillary intrusion contact angles,A_high,no,source_disjoint_external,,none,2026-05-18,source_disjoint_external,SDX003,unique_or_condition_distinct_keep
CA0579,v3.4,verified,literature,Surface Energy of Microcrystalline Cellulose Determined by Capillary Intrusion and Inverse Gas Chromatography,Douroumis et al.,2008,10.1208/s12248-008-9057-0,https://doi.org/10.1208/s12248-008-9057-0,"Table II direct values; microcrystalline cellulose powder columns measured with water, ethylene glycol, and diiodomethane",Emcocel 90M microcrystalline cellulose powder column,cellulose,microcrystalline cellulose powder,powder_column_capillary_intrusion,Emcocel 90M microcrystalline cellulose powder column; Table II capillary intrusion contact angles,,porous_powder,,,,58.29,25.62,32.67,,,,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,ethylene glycol,polar,48,29,19,29,1.92,47,16.1,2.28,37,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,26.4,static,capillary_intrusion,,,,,,unknown,Emcocel 90M microcrystalline cellulose powder column; Table II capillary intrusion contact angles,A_high,no,source_disjoint_external,,none,2026-05-18,source_disjoint_external,SDX003,unique_or_condition_distinct_keep
CA0580,v3.4,verified,literature,Surface Energy of Microcrystalline Cellulose Determined by Capillary Intrusion and Inverse Gas Chromatography,Douroumis et al.,2008,10.1208/s12248-008-9057-0,https://doi.org/10.1208/s12248-008-9057-0,"Table II direct values; microcrystalline cellulose powder columns measured with water, ethylene glycol, and diiodomethane",Emcocel 90M microcrystalline cellulose powder column,cellulose,microcrystalline cellulose powder,powder_column_capillary_intrusion,Emcocel 90M microcrystalline cellulose powder column; Table II capillary intrusion contact angles,,porous_powder,,,,58.29,25.62,32.67,,,,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,diiodomethane,nonpolar,50.8,48.5,2.3,48.5,0,0,2.8,1,5.3,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,32.8,static,capillary_intrusion,,,,,,unknown,Emcocel 90M microcrystalline cellulose powder column; Table II capillary intrusion contact angles,A_high,no,source_disjoint_external,,none,2026-05-18,source_disjoint_external,SDX003,unique_or_condition_distinct_keep
CA0581,v3.4,verified,literature,Nanoscale Investigation of Pathogenic Microbial Adhesion to a Biomaterial,Vadillo-Rodriguez et al.,2004,10.1073/pnas.0403269102,https://doi.org/10.1073/pnas.0403269102,"Table 2 direct values; microbial lawns measured with water, formamide, and diiodomethane",Staphylococcus epidermidis microbial lawn,biomaterial,microbial lawn on membrane filter,hydrated_microbial_lawn,Staphylococcus epidermidis microbial lawn; Table 2 microbial surface contact angles,,biological_surface,,,,46.65,27.22,19.43,,,,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,58.3,static,sessile_drop,,,1.4,,,unknown,Staphylococcus epidermidis microbial lawn; Table 2 microbial surface contact angles,A_high,no,source_disjoint_external,,none,2026-05-18,source_disjoint_external,SDX002,unique_or_condition_distinct_keep
CA0582,v3.4,verified,literature,Nanoscale Investigation of Pathogenic Microbial Adhesion to a Biomaterial,Vadillo-Rodriguez et al.,2004,10.1073/pnas.0403269102,https://doi.org/10.1073/pnas.0403269102,"Table 2 direct values; microbial lawns measured with water, formamide, and diiodomethane",Staphylococcus epidermidis microbial lawn,biomaterial,microbial lawn on membrane filter,hydrated_microbial_lawn,Staphylococcus epidermidis microbial lawn; Table 2 microbial surface contact angles,,biological_surface,,,,46.65,27.22,19.43,,,,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,formamide,polar,58,39,19,39,2.28,39.6,3.3,3.73,111,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,36.1,static,sessile_drop,,,2.7,,,unknown,Staphylococcus epidermidis microbial lawn; Table 2 microbial surface contact angles,A_high,no,source_disjoint_external,,none,2026-05-18,source_disjoint_external,SDX002,unique_or_condition_distinct_keep
CA0583,v3.4,verified,literature,Nanoscale Investigation of Pathogenic Microbial Adhesion to a Biomaterial,Vadillo-Rodriguez et al.,2004,10.1073/pnas.0403269102,https://doi.org/10.1073/pnas.0403269102,"Table 2 direct values; microbial lawns measured with water, formamide, and diiodomethane",Staphylococcus epidermidis microbial lawn,biomaterial,microbial lawn on membrane filter,hydrated_microbial_lawn,Staphylococcus epidermidis microbial lawn; Table 2 microbial surface contact angles,,biological_surface,,,,46.65,27.22,19.43,,,,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,diiodomethane,nonpolar,50.8,48.5,2.3,48.5,0,0,2.8,1,5.3,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,47.2,static,sessile_drop,,,5.8,,,unknown,Staphylococcus epidermidis microbial lawn; Table 2 microbial surface contact angles,A_high,no,source_disjoint_external,,none,2026-05-18,source_disjoint_external,SDX002,unique_or_condition_distinct_keep
CA0584,v3.4,verified,literature,Nanoscale Investigation of Pathogenic Microbial Adhesion to a Biomaterial,Vadillo-Rodriguez et al.,2004,10.1073/pnas.0403269102,https://doi.org/10.1073/pnas.0403269102,"Table 2 direct values; microbial lawns measured with water, formamide, and diiodomethane",Pseudomonas aeruginosa microbial lawn,biomaterial,microbial lawn on membrane filter,hydrated_microbial_lawn,Pseudomonas aeruginosa microbial lawn; Table 2 microbial surface contact angles,,biological_surface,,,,36.82,33.34,3.47,,,,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,83.8,static,sessile_drop,,,6,,,unknown,Pseudomonas aeruginosa microbial lawn; Table 2 microbial surface contact angles,A_high,no,source_disjoint_external,,none,2026-05-18,source_disjoint_external,SDX002,unique_or_condition_distinct_keep
CA0585,v3.4,verified,literature,Nanoscale Investigation of Pathogenic Microbial Adhesion to a Biomaterial,Vadillo-Rodriguez et al.,2004,10.1073/pnas.0403269102,https://doi.org/10.1073/pnas.0403269102,"Table 2 direct values; microbial lawns measured with water, formamide, and diiodomethane",Pseudomonas aeruginosa microbial lawn,biomaterial,microbial lawn on membrane filter,hydrated_microbial_lawn,Pseudomonas aeruginosa microbial lawn; Table 2 microbial surface contact angles,,biological_surface,,,,36.82,33.34,3.47,,,,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,formamide,polar,58,39,19,39,2.28,39.6,3.3,3.73,111,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,58.7,static,sessile_drop,,,6.4,,,unknown,Pseudomonas aeruginosa microbial lawn; Table 2 microbial surface contact angles,A_high,no,source_disjoint_external,,none,2026-05-18,source_disjoint_external,SDX002,unique_or_condition_distinct_keep
CA0586,v3.4,verified,literature,Nanoscale Investigation of Pathogenic Microbial Adhesion to a Biomaterial,Vadillo-Rodriguez et al.,2004,10.1073/pnas.0403269102,https://doi.org/10.1073/pnas.0403269102,"Table 2 direct values; microbial lawns measured with water, formamide, and diiodomethane",Pseudomonas aeruginosa microbial lawn,biomaterial,microbial lawn on membrane filter,hydrated_microbial_lawn,Pseudomonas aeruginosa microbial lawn; Table 2 microbial surface contact angles,,biological_surface,,,,36.82,33.34,3.47,,,,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,diiodomethane,nonpolar,50.8,48.5,2.3,48.5,0,0,2.8,1,5.3,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,45.8,static,sessile_drop,,,6.5,,,unknown,Pseudomonas aeruginosa microbial lawn; Table 2 microbial surface contact angles,A_high,no,source_disjoint_external,,none,2026-05-18,source_disjoint_external,SDX002,unique_or_condition_distinct_keep
CA0587,v3.4,verified,literature,Nanostructured superhydrophobic films synthesized by electrodeposition of fluorinated polyindoles,Sivakumar et al.,2015,10.3762/bjnano.6.212,https://doi.org/10.3762/bjnano.6.212,"Table 1 direct values; electrodeposited polyindole films measured with water, diiodomethane, sunflower oil, and hexadecane",smooth PIndole film,polymer,electrodeposited polyindole film,electrodeposition,smooth PIndole film; smooth-film Table 4 roughness/contact angles,fluorinated polyindole film,smooth_nanostructured,6.3,8.8,,35.73,29.7,6.03,,,,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,79.9,static,sessile_drop,,,,,,unknown,smooth PIndole film; smooth-film Table 4 roughness/contact angles,A_high,no,source_disjoint_external,,none,2026-05-18,source_disjoint_external,SDX010,unique_or_condition_distinct_keep
CA0588,v3.4,verified,literature,Nanostructured superhydrophobic films synthesized by electrodeposition of fluorinated polyindoles,Sivakumar et al.,2015,10.3762/bjnano.6.212,https://doi.org/10.3762/bjnano.6.212,"Table 1 direct values; electrodeposited polyindole films measured with water, diiodomethane, sunflower oil, and hexadecane",smooth PIndole film,polymer,electrodeposited polyindole film,electrodeposition,smooth PIndole film; smooth-film Table 4 roughness/contact angles,fluorinated polyindole film,smooth_nanostructured,6.3,8.8,,35.73,29.7,6.03,,,,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,diiodomethane,nonpolar,50.8,48.5,2.3,48.5,0,0,2.8,1,5.3,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,47.3,static,sessile_drop,,,,,,unknown,smooth PIndole film; smooth-film Table 4 roughness/contact angles,A_high,no,source_disjoint_external,,none,2026-05-18,source_disjoint_external,SDX010,unique_or_condition_distinct_keep
CA0589,v3.4,verified,literature,Nanostructured superhydrophobic films synthesized by electrodeposition of fluorinated polyindoles,Sivakumar et al.,2015,10.3762/bjnano.6.212,https://doi.org/10.3762/bjnano.6.212,"Table 1 direct values; electrodeposited polyindole films measured with water, diiodomethane, sunflower oil, and hexadecane",smooth PIndole film,polymer,electrodeposited polyindole film,electrodeposition,smooth PIndole film; smooth-film Table 4 roughness/contact angles,fluorinated polyindole film,smooth_nanostructured,6.3,8.8,,35.73,29.7,6.03,,,,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,hexadecane,nonpolar,27.5,27.5,0,27.5,0,0,3,0,2.1,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,0,static,sessile_drop,,,,,,unknown,smooth PIndole film; smooth-film Table 4 roughness/contact angles,A_high,no,source_disjoint_external,,none,2026-05-18,source_disjoint_external,SDX010,unique_or_condition_distinct_keep
CA0590,v3.4,verified,literature,Nanostructured superhydrophobic films synthesized by electrodeposition of fluorinated polyindoles,Sivakumar et al.,2015,10.3762/bjnano.6.212,https://doi.org/10.3762/bjnano.6.212,"Table 1 direct values; electrodeposited polyindole films measured with water, diiodomethane, sunflower oil, and hexadecane",smooth PIndole-4-F6 film,polymer,electrodeposited polyindole film,electrodeposition,smooth PIndole-4-F6 film; smooth-film Table 4 roughness/contact angles,fluorinated polyindole film,smooth_nanostructured,6.6,9.5,,30.37,29.48,0.89,,,,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,97.5,static,sessile_drop,,,,,,unknown,smooth PIndole-4-F6 film; smooth-film Table 4 roughness/contact angles,A_high,no,source_disjoint_external,,none,2026-05-18,source_disjoint_external,SDX010,unique_or_condition_distinct_keep
CA0591,v3.4,verified,literature,Nanostructured superhydrophobic films synthesized by electrodeposition of fluorinated polyindoles,Sivakumar et al.,2015,10.3762/bjnano.6.212,https://doi.org/10.3762/bjnano.6.212,"Table 1 direct values; electrodeposited polyindole films measured with water, diiodomethane, sunflower oil, and hexadecane",smooth PIndole-4-F6 film,polymer,electrodeposited polyindole film,electrodeposition,smooth PIndole-4-F6 film; smooth-film Table 4 roughness/contact angles,fluorinated polyindole film,smooth_nanostructured,6.6,9.5,,30.37,29.48,0.89,,,,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,diiodomethane,nonpolar,50.8,48.5,2.3,48.5,0,0,2.8,1,5.3,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,51.3,static,sessile_drop,,,,,,unknown,smooth PIndole-4-F6 film; smooth-film Table 4 roughness/contact angles,A_high,no,source_disjoint_external,,none,2026-05-18,source_disjoint_external,SDX010,unique_or_condition_distinct_keep
CA0592,v3.4,verified,literature,Nanostructured superhydrophobic films synthesized by electrodeposition of fluorinated polyindoles,Sivakumar et al.,2015,10.3762/bjnano.6.212,https://doi.org/10.3762/bjnano.6.212,"Table 1 direct values; electrodeposited polyindole films measured with water, diiodomethane, sunflower oil, and hexadecane",smooth PIndole-4-F6 film,polymer,electrodeposited polyindole film,electrodeposition,smooth PIndole-4-F6 film; smooth-film Table 4 roughness/contact angles,fluorinated polyindole film,smooth_nanostructured,6.6,9.5,,30.37,29.48,0.89,,,,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,hexadecane,nonpolar,27.5,27.5,0,27.5,0,0,3,0,2.1,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,25.6,static,sessile_drop,,,,,,unknown,smooth PIndole-4-F6 film; smooth-film Table 4 roughness/contact angles,A_high,no,source_disjoint_external,,none,2026-05-18,source_disjoint_external,SDX010,unique_or_condition_distinct_keep
CA0593,v3.4,verified,literature,Nanostructured superhydrophobic films synthesized by electrodeposition of fluorinated polyindoles,Sivakumar et al.,2015,10.3762/bjnano.6.212,https://doi.org/10.3762/bjnano.6.212,"Table 1 direct values; electrodeposited polyindole films measured with water, diiodomethane, sunflower oil, and hexadecane",smooth PIndole-4-F4 film,polymer,electrodeposited polyindole film,electrodeposition,smooth PIndole-4-F4 film; smooth-film Table 4 roughness/contact angles,fluorinated polyindole film,smooth_nanostructured,7.3,9.4,,38.88,33.1,5.78,,,,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,78.7,static,sessile_drop,,,,,,unknown,smooth PIndole-4-F4 film; smooth-film Table 4 roughness/contact angles,A_high,no,source_disjoint_external,,none,2026-05-18,source_disjoint_external,SDX010,unique_or_condition_distinct_keep
CA0594,v3.4,verified,literature,Nanostructured superhydrophobic films synthesized by electrodeposition of fluorinated polyindoles,Sivakumar et al.,2015,10.3762/bjnano.6.212,https://doi.org/10.3762/bjnano.6.212,"Table 1 direct values; electrodeposited polyindole films measured with water, diiodomethane, sunflower oil, and hexadecane",smooth PIndole-4-F4 film,polymer,electrodeposited polyindole film,electrodeposition,smooth PIndole-4-F4 film; smooth-film Table 4 roughness/contact angles,fluorinated polyindole film,smooth_nanostructured,7.3,9.4,,38.88,33.1,5.78,,,,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,diiodomethane,nonpolar,50.8,48.5,2.3,48.5,0,0,2.8,1,5.3,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,35.6,static,sessile_drop,,,,,,unknown,smooth PIndole-4-F4 film; smooth-film Table 4 roughness/contact angles,A_high,no,source_disjoint_external,,none,2026-05-18,source_disjoint_external,SDX010,unique_or_condition_distinct_keep
CA0595,v3.4,verified,literature,Nanostructured superhydrophobic films synthesized by electrodeposition of fluorinated polyindoles,Sivakumar et al.,2015,10.3762/bjnano.6.212,https://doi.org/10.3762/bjnano.6.212,"Table 1 direct values; electrodeposited polyindole films measured with water, diiodomethane, sunflower oil, and hexadecane",smooth PIndole-4-F4 film,polymer,electrodeposited polyindole film,electrodeposition,smooth PIndole-4-F4 film; smooth-film Table 4 roughness/contact angles,fluorinated polyindole film,smooth_nanostructured,7.3,9.4,,38.88,33.1,5.78,,,,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,hexadecane,nonpolar,27.5,27.5,0,27.5,0,0,3,0,2.1,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,0,static,sessile_drop,,,,,,unknown,smooth PIndole-4-F4 film; smooth-film Table 4 roughness/contact angles,A_high,no,source_disjoint_external,,none,2026-05-18,source_disjoint_external,SDX010,unique_or_condition_distinct_keep
CA0596,v3.4,verified,literature,Nanostructured superhydrophobic films synthesized by electrodeposition of fluorinated polyindoles,Sivakumar et al.,2015,10.3762/bjnano.6.212,https://doi.org/10.3762/bjnano.6.212,"Table 1 direct values; electrodeposited polyindole films measured with water, diiodomethane, sunflower oil, and hexadecane",smooth PIndole-5-F6 film,polymer,electrodeposited polyindole film,electrodeposition,smooth PIndole-5-F6 film; smooth-film Table 4 roughness/contact angles,fluorinated polyindole film,smooth_nanostructured,6.4,9.8,,26.43,24.8,1.63,,,,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,96.8,static,sessile_drop,,,,,,unknown,smooth PIndole-5-F6 film; smooth-film Table 4 roughness/contact angles,A_high,no,source_disjoint_external,,none,2026-05-18,source_disjoint_external,SDX010,unique_or_condition_distinct_keep
CA0597,v3.4,verified,literature,Nanostructured superhydrophobic films synthesized by electrodeposition of fluorinated polyindoles,Sivakumar et al.,2015,10.3762/bjnano.6.212,https://doi.org/10.3762/bjnano.6.212,"Table 1 direct values; electrodeposited polyindole films measured with water, diiodomethane, sunflower oil, and hexadecane",smooth PIndole-5-F6 film,polymer,electrodeposited polyindole film,electrodeposition,smooth PIndole-5-F6 film; smooth-film Table 4 roughness/contact angles,fluorinated polyindole film,smooth_nanostructured,6.4,9.8,,26.43,24.8,1.63,,,,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,diiodomethane,nonpolar,50.8,48.5,2.3,48.5,0,0,2.8,1,5.3,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,60.4,static,sessile_drop,,,,,,unknown,smooth PIndole-5-F6 film; smooth-film Table 4 roughness/contact angles,A_high,no,source_disjoint_external,,none,2026-05-18,source_disjoint_external,SDX010,unique_or_condition_distinct_keep
CA0598,v3.4,verified,literature,Nanostructured superhydrophobic films synthesized by electrodeposition of fluorinated polyindoles,Sivakumar et al.,2015,10.3762/bjnano.6.212,https://doi.org/10.3762/bjnano.6.212,"Table 1 direct values; electrodeposited polyindole films measured with water, diiodomethane, sunflower oil, and hexadecane",smooth PIndole-5-F6 film,polymer,electrodeposited polyindole film,electrodeposition,smooth PIndole-5-F6 film; smooth-film Table 4 roughness/contact angles,fluorinated polyindole film,smooth_nanostructured,6.4,9.8,,26.43,24.8,1.63,,,,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,hexadecane,nonpolar,27.5,27.5,0,27.5,0,0,3,0,2.1,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,37.9,static,sessile_drop,,,,,,unknown,smooth PIndole-5-F6 film; smooth-film Table 4 roughness/contact angles,A_high,no,source_disjoint_external,,none,2026-05-18,source_disjoint_external,SDX010,unique_or_condition_distinct_keep
CA0599,v3.4,verified,literature,Nanostructured superhydrophobic films synthesized by electrodeposition of fluorinated polyindoles,Sivakumar et al.,2015,10.3762/bjnano.6.212,https://doi.org/10.3762/bjnano.6.212,"Table 1 direct values; electrodeposited polyindole films measured with water, diiodomethane, sunflower oil, and hexadecane",smooth PIndole-5-F4 film,polymer,electrodeposited polyindole film,electrodeposition,smooth PIndole-5-F4 film; smooth-film Table 4 roughness/contact angles,fluorinated polyindole film,smooth_nanostructured,6.3,8.1,,35.87,30.68,5.19,,,,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,81.4,static,sessile_drop,,,,,,unknown,smooth PIndole-5-F4 film; smooth-film Table 4 roughness/contact angles,A_high,no,source_disjoint_external,,none,2026-05-18,source_disjoint_external,SDX010,unique_or_condition_distinct_keep
CA0600,v3.4,verified,literature,Nanostructured superhydrophobic films synthesized by electrodeposition of fluorinated polyindoles,Sivakumar et al.,2015,10.3762/bjnano.6.212,https://doi.org/10.3762/bjnano.6.212,"Table 1 direct values; electrodeposited polyindole films measured with water, diiodomethane, sunflower oil, and hexadecane",smooth PIndole-5-F4 film,polymer,electrodeposited polyindole film,electrodeposition,smooth PIndole-5-F4 film; smooth-film Table 4 roughness/contact angles,fluorinated polyindole film,smooth_nanostructured,6.3,8.1,,35.87,30.68,5.19,,,,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,diiodomethane,nonpolar,50.8,48.5,2.3,48.5,0,0,2.8,1,5.3,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,44.9,static,sessile_drop,,,,,,unknown,smooth PIndole-5-F4 film; smooth-film Table 4 roughness/contact angles,A_high,no,source_disjoint_external,,none,2026-05-18,source_disjoint_external,SDX010,unique_or_condition_distinct_keep
