surface_group_id,source_group_id,solid_name,solid_family,solid_substrate,surface_treatment,surface_treatment_detail,coating_or_layer,surface_state,roughness_Ra_nm,roughness_Rq_nm,roughness_r_factor,sample_preparation_notes
SFC_1D05D0C244CE,SRC019,"PLA, after 300 h weather aging",polymer,,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state","controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",,after 300 h weather aging,,,,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13; Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy."
SFC_B43DC569AF44,SRC019,"PLA, after 400 h weather aging",polymer,,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state","controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",,after 400 h weather aging,,,,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13; Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy."
SFC_FDBAA751F265,SRC019,"PLA/CBD, reference, before weather aging",polymer,,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state","controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",,"reference, before weather aging",,,,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13; Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy."
SFC_A3F14E86132F,SRC019,"PLA/CBD, after 100 h weather aging",polymer,,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state","controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",,after 100 h weather aging,,,,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13; Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy."
SFC_CBE685E89A46,SRC019,"PLA/CBD, after 200 h weather aging",polymer,,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state","controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",,after 200 h weather aging,,,,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13; Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy."
SFC_679A3FFF1571,SRC019,"PLA/CBD, after 300 h weather aging",polymer,,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state","controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",,after 300 h weather aging,,,,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13; Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy."
SFC_276A65283C60,SRC019,"PLA/CBD, after 400 h weather aging",polymer,,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state","controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",,after 400 h weather aging,,,,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13; Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy."
SFC_73D2A29D4F26,SRC020,"Grade I Ti control, before UV",inorganic,,cleaned Ti control; no anodization; no UV treatment,cleaned Ti control; no anodization; no UV treatment,,before UV,,,,"Table 4, PDF page 6; specimen preparation in Section 2.1 and measurement method in Section 2.4, PDF page 3; Direct numeric extraction from Table 4."
SFC_5470E7AABA76,SRC020,"Grade I Ti control, after UV",inorganic,,"cleaned Ti control; no anodization; UV-A 300-400 nm, 15 cm distance, 24 h","cleaned Ti control; no anodization; UV-A 300-400 nm, 15 cm distance, 24 h",,after UV,,,,"Table 4, PDF page 6; specimen preparation in Section 2.1 and measurement method in Section 2.4, PDF page 3; Direct numeric extraction from Table 4."
SFC_1075187E61D9,SRC020,"TiO2 nanotube 10 V, before UV",inorganic,,anodized at 10 V for 40 min in 0.5 vol% HF in deionized water at 22 C; no UV treatment,anodized at 10 V for 40 min in 0.5 vol% HF in deionized water at 22 C; no UV treatment,,before UV,,,,"Table 4, PDF page 6; specimen preparation in Section 2.1 and measurement method in Section 2.4, PDF page 3; Direct numeric extraction from Table 4."
SFC_8B52F1C7FE1D,SRC020,"TiO2 nanotube 15 V, before UV",inorganic,,anodized at 15 V for 40 min in 0.5 vol% HF in deionized water at 22 C; no UV treatment,anodized at 15 V for 40 min in 0.5 vol% HF in deionized water at 22 C; no UV treatment,,before UV,,,,"Table 4, PDF page 6; specimen preparation in Section 2.1 and measurement method in Section 2.4, PDF page 3; Direct numeric extraction from Table 4."
SFC_1CA3A2AD0E46,SRC020,"TiO2 nanotube 20 V, before UV",inorganic,,anodized at 20 V for 40 min in 0.5 vol% HF in deionized water at 22 C; no UV treatment,anodized at 20 V for 40 min in 0.5 vol% HF in deionized water at 22 C; no UV treatment,,before UV,,,,"Table 4, PDF page 6; specimen preparation in Section 2.1 and measurement method in Section 2.4, PDF page 3; Direct numeric extraction from Table 4."
SFC_BF926E361754,SRC020,"TiO2 nanotube 10 V, after UV",inorganic,,"anodized at 10 V for 40 min in 0.5 vol% HF in deionized water at 22 C; UV-A 300-400 nm, 15 cm distance, 24 h","anodized at 10 V for 40 min in 0.5 vol% HF in deionized water at 22 C; UV-A 300-400 nm, 15 cm distance, 24 h",,after UV,,,,"Table 4, PDF page 6; specimen preparation in Section 2.1 and measurement method in Section 2.4, PDF page 3; The source reports a left-censored value (<0.1 deg). The text is retained without conversion to a point value."
SFC_D397F2986C35,SRC020,"TiO2 nanotube 15 V, after UV",inorganic,,"anodized at 15 V for 40 min in 0.5 vol% HF in deionized water at 22 C; UV-A 300-400 nm, 15 cm distance, 24 h","anodized at 15 V for 40 min in 0.5 vol% HF in deionized water at 22 C; UV-A 300-400 nm, 15 cm distance, 24 h",,after UV,,,,"Table 4, PDF page 6; specimen preparation in Section 2.1 and measurement method in Section 2.4, PDF page 3; The source reports a left-censored value (<0.1 deg). The text is retained without conversion to a point value."
SFC_6980F540F8E8,SRC020,"TiO2 nanotube 20 V, after UV",inorganic,,"anodized at 20 V for 40 min in 0.5 vol% HF in deionized water at 22 C; UV-A 300-400 nm, 15 cm distance, 24 h","anodized at 20 V for 40 min in 0.5 vol% HF in deionized water at 22 C; UV-A 300-400 nm, 15 cm distance, 24 h",,after UV,,,,"Table 4, PDF page 6; specimen preparation in Section 2.1 and measurement method in Section 2.4, PDF page 3; The source reports a left-censored value (<0.1 deg). The text is retained without conversion to a point value."
SFC_69D0A064AEAB,SRC021,"MacroPSi-1, as-fabricated",inorganic,,p-type Si anodized for 90 min in HF:DMF 1:3; wafer resistivity 6.2 ohm cm; current density 10 mA/cm2; surface porosity 74.9 +/- 6.5%,p-type Si anodized for 90 min in HF:DMF 1:3; wafer resistivity 6.2 ohm cm; current density 10 mA/cm2; surface porosity 74.9 +/- 6.5%,,as-fabricated,,,,"Table 4, PDF page 8; sample metadata in Table 1, PDF page 4; measurement method in Section 2.4, PDF page 3; Direct numeric extraction from Table 4."
SFC_49F69580DC1F,SRC021,"MacroPSi-2, as-fabricated",inorganic,,p-type Si anodized for 90 min in HF:DMF 1:3; wafer resistivity 6.2 ohm cm; current density 20 mA/cm2; surface porosity 86.2 +/- 6.2%,p-type Si anodized for 90 min in HF:DMF 1:3; wafer resistivity 6.2 ohm cm; current density 20 mA/cm2; surface porosity 86.2 +/- 6.2%,,as-fabricated,,,,"Table 4, PDF page 8; sample metadata in Table 1, PDF page 4; measurement method in Section 2.4, PDF page 3; Direct numeric extraction from Table 4."
SFC_B77A1F4FDF6A,SRC021,"MacroPSi-3, as-fabricated",inorganic,,p-type Si anodized for 90 min in HF:DMF 1:3; wafer resistivity 10 ohm cm; current density 10 mA/cm2; surface porosity 30.2 +/- 1.4%,p-type Si anodized for 90 min in HF:DMF 1:3; wafer resistivity 10 ohm cm; current density 10 mA/cm2; surface porosity 30.2 +/- 1.4%,,as-fabricated,,,,"Table 4, PDF page 8; sample metadata in Table 1, PDF page 4; measurement method in Section 2.4, PDF page 3; Direct numeric extraction from Table 4."
SFC_952282A2BB2E,SRC021,"MacroPSi-4, as-fabricated",inorganic,,p-type Si anodized for 90 min in HF:DMF 1:3; wafer resistivity 10 ohm cm; current density 20 mA/cm2; surface porosity 27.5 +/- 0.4%,p-type Si anodized for 90 min in HF:DMF 1:3; wafer resistivity 10 ohm cm; current density 20 mA/cm2; surface porosity 27.5 +/- 0.4%,,as-fabricated,,,,"Table 4, PDF page 8; sample metadata in Table 1, PDF page 4; measurement method in Section 2.4, PDF page 3; Direct numeric extraction from Table 4."
SFC_EBFB164587A1,SRC021,"MacroPSi-1, FOTS-functionalized",inorganic,,"p-type Si anodized for 90 min in HF:DMF 1:3; wafer resistivity 6.2 ohm cm; current density 10 mA/cm2; surface porosity 74.9 +/- 6.5%; FOTS physical-vapor deposition for 1 h under low pressure at room temperature, followed by 120 C annealing for 2 h","p-type Si anodized for 90 min in HF:DMF 1:3; wafer resistivity 6.2 ohm cm; current density 10 mA/cm2; surface porosity 74.9 +/- 6.5%; FOTS physical-vapor deposition for 1 h under low pressure at room temperature, followed by 120 C annealing for 2 h",,FOTS-functionalized,,,,"Table 5, PDF page 8; sample metadata in Table 1, PDF page 4; measurement method in Section 2.4, PDF page 3; Direct numeric extraction from Table 5."
SFC_15CCB7C5DFE8,SRC021,"MacroPSi-2, FOTS-functionalized",inorganic,,"p-type Si anodized for 90 min in HF:DMF 1:3; wafer resistivity 6.2 ohm cm; current density 20 mA/cm2; surface porosity 86.2 +/- 6.2%; FOTS physical-vapor deposition for 1 h under low pressure at room temperature, followed by 120 C annealing for 2 h","p-type Si anodized for 90 min in HF:DMF 1:3; wafer resistivity 6.2 ohm cm; current density 20 mA/cm2; surface porosity 86.2 +/- 6.2%; FOTS physical-vapor deposition for 1 h under low pressure at room temperature, followed by 120 C annealing for 2 h",,FOTS-functionalized,,,,"Table 5, PDF page 8; sample metadata in Table 1, PDF page 4; measurement method in Section 2.4, PDF page 3; Direct numeric extraction from Table 5."
SFC_5F6F6DCB2B01,SRC021,"MacroPSi-3, FOTS-functionalized",inorganic,,"p-type Si anodized for 90 min in HF:DMF 1:3; wafer resistivity 10 ohm cm; current density 10 mA/cm2; surface porosity 30.2 +/- 1.4%; FOTS physical-vapor deposition for 1 h under low pressure at room temperature, followed by 120 C annealing for 2 h","p-type Si anodized for 90 min in HF:DMF 1:3; wafer resistivity 10 ohm cm; current density 10 mA/cm2; surface porosity 30.2 +/- 1.4%; FOTS physical-vapor deposition for 1 h under low pressure at room temperature, followed by 120 C annealing for 2 h",,FOTS-functionalized,,,,"Table 5, PDF page 8; sample metadata in Table 1, PDF page 4; measurement method in Section 2.4, PDF page 3; Direct numeric extraction from Table 5."
SFC_D37916923909,SRC021,"MacroPSi-4, FOTS-functionalized",inorganic,,"p-type Si anodized for 90 min in HF:DMF 1:3; wafer resistivity 10 ohm cm; current density 20 mA/cm2; surface porosity 27.5 +/- 0.4%; FOTS physical-vapor deposition for 1 h under low pressure at room temperature, followed by 120 C annealing for 2 h","p-type Si anodized for 90 min in HF:DMF 1:3; wafer resistivity 10 ohm cm; current density 20 mA/cm2; surface porosity 27.5 +/- 0.4%; FOTS physical-vapor deposition for 1 h under low pressure at room temperature, followed by 120 C annealing for 2 h",,FOTS-functionalized,,,,"Table 5, PDF page 8; sample metadata in Table 1, PDF page 4; measurement method in Section 2.4, PDF page 3; Direct numeric extraction from Table 5."
