record_status,source_group_id,source_title,original_table_location,surface_label,material,treatment,state,liquid,contact_angle_deg,contact_angle_type,std_deg,range_deg,reported_uncertainty_deg,uncertainty_type,replicate_n,measurement_method,droplet_volume,license,DOI,keep_reason,extraction_note
keep,SRC016,Printed Paper-Based Arrays as Substrates for Biofilm Formation,"Table 2, row 'Latex 1 coated paper', diiodomethane theta_r column",Latex 1 coated paper,paper with latex-blend barrier coating,"reverse-gravure coated, IR dried, calendered at 70 bar/35 C, washed and IR cured","ambient RH 15+/-5%, 24+/-1 C",diiodomethane,52,roughness_corrected_static_theta_r,,,1,reported_plus_minus_type_not_defined,3,CAM 200 goniometer; 1-2 uL droplets in RH 15+/-5% and 24+/-1 C; apparent static angle averaged over three stabilized measurements; Table 2 reports Wenzel roughness-corrected theta_r unless footnoted otherwise.,1-2 uL,Copyright 2014 Maattaenen et al.; licensee Springer; PMC OA API license=none; no machine-readable Creative Commons license in the retrieved article XML.,10.1186/s13568-014-0032-0,keep_primary_roughness_corrected_table_value,The article title was corrected. PS/PDMS rows are retained only for audit visibility because footnote b attributes the values to Juvonen et al. (2013).
keep,SRC016,Printed Paper-Based Arrays as Substrates for Biofilm Formation,"Table 2, row 'Latex 1 coated paper', ethylene glycol theta_r column",Latex 1 coated paper,paper with latex-blend barrier coating,"reverse-gravure coated, IR dried, calendered at 70 bar/35 C, washed and IR cured","ambient RH 15+/-5%, 24+/-1 C",ethylene glycol,73,roughness_corrected_static_theta_r,,,1,reported_plus_minus_type_not_defined,3,CAM 200 goniometer; 1-2 uL droplets in RH 15+/-5% and 24+/-1 C; apparent static angle averaged over three stabilized measurements; Table 2 reports Wenzel roughness-corrected theta_r unless footnoted otherwise.,1-2 uL,Copyright 2014 Maattaenen et al.; licensee Springer; PMC OA API license=none; no machine-readable Creative Commons license in the retrieved article XML.,10.1186/s13568-014-0032-0,keep_primary_roughness_corrected_table_value,The article title was corrected. PS/PDMS rows are retained only for audit visibility because footnote b attributes the values to Juvonen et al. (2013).
keep,SRC016,Printed Paper-Based Arrays as Substrates for Biofilm Formation,"Table 2, row 'Latex 2 coated paper', water theta_r column",Latex 2 coated paper,paper with latex-blend barrier coating,"reverse-gravure coated, IR dried, calendered at 70 bar/35 C, washed and IR cured","ambient RH 15+/-5%, 24+/-1 C",water,74,roughness_corrected_static_theta_r,,,3,reported_plus_minus_type_not_defined,3,CAM 200 goniometer; 1-2 uL droplets in RH 15+/-5% and 24+/-1 C; apparent static angle averaged over three stabilized measurements; Table 2 reports Wenzel roughness-corrected theta_r unless footnoted otherwise.,1-2 uL,Copyright 2014 Maattaenen et al.; licensee Springer; PMC OA API license=none; no machine-readable Creative Commons license in the retrieved article XML.,10.1186/s13568-014-0032-0,keep_primary_roughness_corrected_table_value,The article title was corrected. PS/PDMS rows are retained only for audit visibility because footnote b attributes the values to Juvonen et al. (2013).
keep,SRC016,Printed Paper-Based Arrays as Substrates for Biofilm Formation,"Table 2, row 'Latex 2 coated paper', diiodomethane theta_r column",Latex 2 coated paper,paper with latex-blend barrier coating,"reverse-gravure coated, IR dried, calendered at 70 bar/35 C, washed and IR cured","ambient RH 15+/-5%, 24+/-1 C",diiodomethane,47,roughness_corrected_static_theta_r,,,2,reported_plus_minus_type_not_defined,3,CAM 200 goniometer; 1-2 uL droplets in RH 15+/-5% and 24+/-1 C; apparent static angle averaged over three stabilized measurements; Table 2 reports Wenzel roughness-corrected theta_r unless footnoted otherwise.,1-2 uL,Copyright 2014 Maattaenen et al.; licensee Springer; PMC OA API license=none; no machine-readable Creative Commons license in the retrieved article XML.,10.1186/s13568-014-0032-0,keep_primary_roughness_corrected_table_value,The article title was corrected. PS/PDMS rows are retained only for audit visibility because footnote b attributes the values to Juvonen et al. (2013).
keep,SRC016,Printed Paper-Based Arrays as Substrates for Biofilm Formation,"Table 2, row 'Latex 2 coated paper', ethylene glycol theta_r column",Latex 2 coated paper,paper with latex-blend barrier coating,"reverse-gravure coated, IR dried, calendered at 70 bar/35 C, washed and IR cured","ambient RH 15+/-5%, 24+/-1 C",ethylene glycol,59,roughness_corrected_static_theta_r,,,2,reported_plus_minus_type_not_defined,3,CAM 200 goniometer; 1-2 uL droplets in RH 15+/-5% and 24+/-1 C; apparent static angle averaged over three stabilized measurements; Table 2 reports Wenzel roughness-corrected theta_r unless footnoted otherwise.,1-2 uL,Copyright 2014 Maattaenen et al.; licensee Springer; PMC OA API license=none; no machine-readable Creative Commons license in the retrieved article XML.,10.1186/s13568-014-0032-0,keep_primary_roughness_corrected_table_value,The article title was corrected. PS/PDMS rows are retained only for audit visibility because footnote b attributes the values to Juvonen et al. (2013).
keep,SRC016,Printed Paper-Based Arrays as Substrates for Biofilm Formation,"Table 2, row 'Kaolin coated paper', water theta_r column",Kaolin coated paper,paper with kaolin-pigment barrier coating,"reverse-gravure coated, IR dried, calendered at 50 bar/70 C","ambient RH 15+/-5%, 24+/-1 C",water,64,roughness_corrected_static_theta_r,,,2,reported_plus_minus_type_not_defined,3,CAM 200 goniometer; 1-2 uL droplets in RH 15+/-5% and 24+/-1 C; apparent static angle averaged over three stabilized measurements; Table 2 reports Wenzel roughness-corrected theta_r unless footnoted otherwise.,1-2 uL,Copyright 2014 Maattaenen et al.; licensee Springer; PMC OA API license=none; no machine-readable Creative Commons license in the retrieved article XML.,10.1186/s13568-014-0032-0,keep_primary_roughness_corrected_table_value,The article title was corrected. PS/PDMS rows are retained only for audit visibility because footnote b attributes the values to Juvonen et al. (2013).
keep,SRC016,Printed Paper-Based Arrays as Substrates for Biofilm Formation,"Table 2, row 'Kaolin coated paper', diiodomethane theta_r column",Kaolin coated paper,paper with kaolin-pigment barrier coating,"reverse-gravure coated, IR dried, calendered at 50 bar/70 C","ambient RH 15+/-5%, 24+/-1 C",diiodomethane,50,roughness_corrected_static_theta_r,,,1,reported_plus_minus_type_not_defined,3,CAM 200 goniometer; 1-2 uL droplets in RH 15+/-5% and 24+/-1 C; apparent static angle averaged over three stabilized measurements; Table 2 reports Wenzel roughness-corrected theta_r unless footnoted otherwise.,1-2 uL,Copyright 2014 Maattaenen et al.; licensee Springer; PMC OA API license=none; no machine-readable Creative Commons license in the retrieved article XML.,10.1186/s13568-014-0032-0,keep_primary_roughness_corrected_table_value,The article title was corrected. PS/PDMS rows are retained only for audit visibility because footnote b attributes the values to Juvonen et al. (2013).
keep,SRC016,Printed Paper-Based Arrays as Substrates for Biofilm Formation,"Table 2, row 'Kaolin coated paper', ethylene glycol theta_r column",Kaolin coated paper,paper with kaolin-pigment barrier coating,"reverse-gravure coated, IR dried, calendered at 50 bar/70 C","ambient RH 15+/-5%, 24+/-1 C",ethylene glycol,48,roughness_corrected_static_theta_r,,,1,reported_plus_minus_type_not_defined,3,CAM 200 goniometer; 1-2 uL droplets in RH 15+/-5% and 24+/-1 C; apparent static angle averaged over three stabilized measurements; Table 2 reports Wenzel roughness-corrected theta_r unless footnoted otherwise.,1-2 uL,Copyright 2014 Maattaenen et al.; licensee Springer; PMC OA API license=none; no machine-readable Creative Commons license in the retrieved article XML.,10.1186/s13568-014-0032-0,keep_primary_roughness_corrected_table_value,The article title was corrected. PS/PDMS rows are retained only for audit visibility because footnote b attributes the values to Juvonen et al. (2013).
keep,SRC016,Printed Paper-Based Arrays as Substrates for Biofilm Formation,"Table 2, row 'PCC coated paper', water theta_r column",PCC coated paper,paper with precipitated-calcium-carbonate barrier coating,"reverse-gravure coated, IR dried, calendered at 50 bar/70 C","ambient RH 15+/-5%, 24+/-1 C",water,92,roughness_corrected_static_theta_r,,,3,reported_plus_minus_type_not_defined,3,CAM 200 goniometer; 1-2 uL droplets in RH 15+/-5% and 24+/-1 C; apparent static angle averaged over three stabilized measurements; Table 2 reports Wenzel roughness-corrected theta_r unless footnoted otherwise.,1-2 uL,Copyright 2014 Maattaenen et al.; licensee Springer; PMC OA API license=none; no machine-readable Creative Commons license in the retrieved article XML.,10.1186/s13568-014-0032-0,keep_primary_roughness_corrected_table_value,The article title was corrected. PS/PDMS rows are retained only for audit visibility because footnote b attributes the values to Juvonen et al. (2013).
keep,SRC016,Printed Paper-Based Arrays as Substrates for Biofilm Formation,"Table 2, row 'PCC coated paper', diiodomethane theta_r column",PCC coated paper,paper with precipitated-calcium-carbonate barrier coating,"reverse-gravure coated, IR dried, calendered at 50 bar/70 C","ambient RH 15+/-5%, 24+/-1 C",diiodomethane,52,roughness_corrected_static_theta_r,,,1,reported_plus_minus_type_not_defined,3,CAM 200 goniometer; 1-2 uL droplets in RH 15+/-5% and 24+/-1 C; apparent static angle averaged over three stabilized measurements; Table 2 reports Wenzel roughness-corrected theta_r unless footnoted otherwise.,1-2 uL,Copyright 2014 Maattaenen et al.; licensee Springer; PMC OA API license=none; no machine-readable Creative Commons license in the retrieved article XML.,10.1186/s13568-014-0032-0,keep_primary_roughness_corrected_table_value,The article title was corrected. PS/PDMS rows are retained only for audit visibility because footnote b attributes the values to Juvonen et al. (2013).
keep,SRC016,Printed Paper-Based Arrays as Substrates for Biofilm Formation,"Table 2, row 'PCC coated paper', ethylene glycol theta_r column",PCC coated paper,paper with precipitated-calcium-carbonate barrier coating,"reverse-gravure coated, IR dried, calendered at 50 bar/70 C","ambient RH 15+/-5%, 24+/-1 C",ethylene glycol,52,roughness_corrected_static_theta_r,,,2,reported_plus_minus_type_not_defined,3,CAM 200 goniometer; 1-2 uL droplets in RH 15+/-5% and 24+/-1 C; apparent static angle averaged over three stabilized measurements; Table 2 reports Wenzel roughness-corrected theta_r unless footnoted otherwise.,1-2 uL,Copyright 2014 Maattaenen et al.; licensee Springer; PMC OA API license=none; no machine-readable Creative Commons license in the retrieved article XML.,10.1186/s13568-014-0032-0,keep_primary_roughness_corrected_table_value,The article title was corrected. PS/PDMS rows are retained only for audit visibility because footnote b attributes the values to Juvonen et al. (2013).
exclude,SRC016,Printed Paper-Based Arrays as Substrates for Biofilm Formation,"Table 2, row 'PS (96-well) reference', water theta_r column",PS (96-well) reference,polystyrene 96-well microplate,reference substrate,"ambient RH 15+/-5%, 24+/-1 C",water,80,secondary_reported_static,,,1,reported_plus_minus_type_not_defined,,CAM 200 goniometer; 1-2 uL droplets in RH 15+/-5% and 24+/-1 C; apparent static angle averaged over three stabilized measurements; Table 2 reports Wenzel roughness-corrected theta_r unless footnoted otherwise.,1-2 uL,Copyright 2014 Maattaenen et al.; licensee Springer; PMC OA API license=none; no machine-readable Creative Commons license in the retrieved article XML.,10.1186/s13568-014-0032-0,exclude_secondary_values_footnoted_to_Juvonen_2013,The article title was corrected. PS/PDMS rows are retained only for audit visibility because footnote b attributes the values to Juvonen et al. (2013).
exclude,SRC016,Printed Paper-Based Arrays as Substrates for Biofilm Formation,"Table 2, row 'PS (96-well) reference', diiodomethane theta_r column",PS (96-well) reference,polystyrene 96-well microplate,reference substrate,"ambient RH 15+/-5%, 24+/-1 C",diiodomethane,37,secondary_reported_static,,,2,reported_plus_minus_type_not_defined,,CAM 200 goniometer; 1-2 uL droplets in RH 15+/-5% and 24+/-1 C; apparent static angle averaged over three stabilized measurements; Table 2 reports Wenzel roughness-corrected theta_r unless footnoted otherwise.,1-2 uL,Copyright 2014 Maattaenen et al.; licensee Springer; PMC OA API license=none; no machine-readable Creative Commons license in the retrieved article XML.,10.1186/s13568-014-0032-0,exclude_secondary_values_footnoted_to_Juvonen_2013,The article title was corrected. PS/PDMS rows are retained only for audit visibility because footnote b attributes the values to Juvonen et al. (2013).
exclude,SRC016,Printed Paper-Based Arrays as Substrates for Biofilm Formation,"Table 2, row 'PS (96-well) reference', ethylene glycol theta_r column",PS (96-well) reference,polystyrene 96-well microplate,reference substrate,"ambient RH 15+/-5%, 24+/-1 C",ethylene glycol,53,secondary_reported_static,,,2,reported_plus_minus_type_not_defined,,CAM 200 goniometer; 1-2 uL droplets in RH 15+/-5% and 24+/-1 C; apparent static angle averaged over three stabilized measurements; Table 2 reports Wenzel roughness-corrected theta_r unless footnoted otherwise.,1-2 uL,Copyright 2014 Maattaenen et al.; licensee Springer; PMC OA API license=none; no machine-readable Creative Commons license in the retrieved article XML.,10.1186/s13568-014-0032-0,exclude_secondary_values_footnoted_to_Juvonen_2013,The article title was corrected. PS/PDMS rows are retained only for audit visibility because footnote b attributes the values to Juvonen et al. (2013).
exclude,SRC016,Printed Paper-Based Arrays as Substrates for Biofilm Formation,"Table 2, row 'PDMS reference', water theta_r column",PDMS reference,polydimethylsiloxane printed reference surface,flexographically printed PDMS-based ink,"ambient RH 15+/-5%, 24+/-1 C",water,114,secondary_reported_static_not_roughness_corrected,,,1,reported_plus_minus_type_not_defined,,CAM 200 goniometer; 1-2 uL droplets in RH 15+/-5% and 24+/-1 C; apparent static angle averaged over three stabilized measurements; Table 2 reports Wenzel roughness-corrected theta_r unless footnoted otherwise.,1-2 uL,Copyright 2014 Maattaenen et al.; licensee Springer; PMC OA API license=none; no machine-readable Creative Commons license in the retrieved article XML.,10.1186/s13568-014-0032-0,exclude_secondary_values_footnoted_to_Juvonen_2013,The article title was corrected. PS/PDMS rows are retained only for audit visibility because footnote b attributes the values to Juvonen et al. (2013).
exclude,SRC016,Printed Paper-Based Arrays as Substrates for Biofilm Formation,"Table 2, row 'PDMS reference', diiodomethane theta_r column",PDMS reference,polydimethylsiloxane printed reference surface,flexographically printed PDMS-based ink,"ambient RH 15+/-5%, 24+/-1 C",diiodomethane,92,secondary_reported_static_not_roughness_corrected,,,2,reported_plus_minus_type_not_defined,,CAM 200 goniometer; 1-2 uL droplets in RH 15+/-5% and 24+/-1 C; apparent static angle averaged over three stabilized measurements; Table 2 reports Wenzel roughness-corrected theta_r unless footnoted otherwise.,1-2 uL,Copyright 2014 Maattaenen et al.; licensee Springer; PMC OA API license=none; no machine-readable Creative Commons license in the retrieved article XML.,10.1186/s13568-014-0032-0,exclude_secondary_values_footnoted_to_Juvonen_2013,The article title was corrected. PS/PDMS rows are retained only for audit visibility because footnote b attributes the values to Juvonen et al. (2013).
exclude,SRC016,Printed Paper-Based Arrays as Substrates for Biofilm Formation,"Table 2, row 'PDMS reference', ethylene glycol theta_r column",PDMS reference,polydimethylsiloxane printed reference surface,flexographically printed PDMS-based ink,"ambient RH 15+/-5%, 24+/-1 C",ethylene glycol,96,secondary_reported_static_not_roughness_corrected,,,1,reported_plus_minus_type_not_defined,,CAM 200 goniometer; 1-2 uL droplets in RH 15+/-5% and 24+/-1 C; apparent static angle averaged over three stabilized measurements; Table 2 reports Wenzel roughness-corrected theta_r unless footnoted otherwise.,1-2 uL,Copyright 2014 Maattaenen et al.; licensee Springer; PMC OA API license=none; no machine-readable Creative Commons license in the retrieved article XML.,10.1186/s13568-014-0032-0,exclude_secondary_values_footnoted_to_Juvonen_2013,The article title was corrected. PS/PDMS rows are retained only for audit visibility because footnote b attributes the values to Juvonen et al. (2013).
